t,θ1,ω1,θ2,ω2
16.0400,0.290605,0.641960,1.103668,2.275569
16.0500,0.297162,0.668943,1.125874,2.165954
16.0600,0.303973,0.692793,1.146991,2.057526
16.0700,0.311008,0.713599,1.167029,1.950246
16.0800,0.318235,0.731459,1.185999,1.844077
16.0900,0.325627,0.746479,1.203914,1.738984
16.1000,0.333156,0.758769,1.220782,1.634934
16.1100,0.340794,0.768446,1.236616,1.531898
16.1200,0.348516,0.775628,1.251424,1.429850
16.1300,0.356299,0.780437,1.265216,1.328764
16.1400,0.364118,0.782997,1.278002,1.228619
16.1500,0.371952,0.783434,1.289791,1.129393
16.1600,0.379780,0.781873,1.300593,1.031066
16.1700,0.387583,0.778441,1.310416,0.933619
16.1800,0.395343,0.773265,1.319268,0.837031
16.1900,0.403043,0.766470,1.327159,0.741283
16.2000,0.410667,0.758182,1.334097,0.646355
16.2100,0.418202,0.748524,1.340089,0.552223
16.2200,0.425633,0.737621,1.345144,0.458867
16.2300,0.432950,0.725592,1.349269,0.366261
16.2400,0.440142,0.712559,1.352471,0.274379
16.2500,0.447199,0.698639,1.354759,0.183194
16.2600,0.454112,0.683948,1.356137,0.092675
16.2700,0.460875,0.668601,1.356614,0.002793
16.2800,0.467482,0.652708,1.356195,-0.086486
16.2900,0.473928,0.636379,1.354886,-0.175196
16.3000,0.480209,0.619720,1.352693,-0.263374
16.3100,0.486322,0.602835,1.349621,-0.351056
16.3200,0.492265,0.585825,1.345674,-0.438280
16.3300,0.498038,0.568787,1.340856,-0.525085
16.3400,0.503641,0.551814,1.335173,-0.611510
16.3500,0.509075,0.534998,1.328627,-0.697592
16.3600,0.514342,0.518425,1.321222,-0.783371
16.3700,0.519445,0.502175,1.312961,-0.868883
16.3800,0.524387,0.486325,1.303845,-0.954162
16.3900,0.529173,0.470946,1.293878,-1.039240
16.4000,0.533807,0.456102,1.283061,-1.124144
16.4100,0.538297,0.441850,1.271396,-1.208897
16.4200,0.542647,0.428239,1.258884,-1.293517
16.4300,0.546864,0.415307,1.245526,-1.378010
16.4400,0.550955,0.403084,1.231324,-1.462378
16.4500,0.554928,0.391584,1.216279,-1.546608
16.4600,0.558789,0.380809,1.200392,-1.630673
16.4700,0.562546,0.370744,1.183666,-1.714532
16.4800,0.566206,0.361356,1.166103,-1.798122
16.4900,0.569776,0.352590,1.147705,-1.881359
16.5000,0.573260,0.344365,1.128477,-1.964132
16.5100,0.576664,0.336576,1.108424,-2.046301
16.5200,0.579992,0.329086,1.087553,-2.127689
16.5300,0.583246,0.321724,1.065874,-2.208084
16.5400,0.586427,0.314284,1.043396,-2.287229
16.5500,0.589531,0.306521,1.020134,-2.364823
16.5600,0.592555,0.298148,0.996106,-2.440516
16.5700,0.595491,0.288839,0.971332,-2.513908
16.5800,0.598327,0.278229,0.945837,-2.584553
16.5900,0.601050,0.265916,0.919651,-2.651958
16.6000,0.603639,0.251469,0.892810,-2.715597
16.6100,0.606071,0.234435,0.865354,-2.774911
16.6200,0.608317,0.214353,0.837328,-2.829334
16.6300,0.610346,0.190769,0.808785,-2.878303
16.6400,0.612119,0.163252,0.779782,-2.921283
16.6500,0.613597,0.131413,0.750381,-2.957788
16.6600,0.614732,0.094922,0.720649,-2.987404
16.6700,0.615479,0.053531,0.690657,-3.009807
16.6800,0.615786,0.007075,0.660478,-3.024782
16.6900,0.615603,-0.044505,0.630187,-3.032227
16.7000,0.614879,-0.101174,0.599859,-3.032159
16.7100,0.613563,-0.162795,0.569568,-3.024707
16.7200,0.611607,-0.229145,0.539388,-3.010096
16.7300,0.608965,-0.299923,0.509389,-2.988635
16.7400,0.605595,-0.374772,0.479637,-2.960691
16.7500,0.601458,-0.453289,0.450196,-2.926671
16.7600,0.596519,-0.535047,0.421123,-2.887000
16.7700,0.590747,-0.619609,0.392473,-2.842103
16.7800,0.584118,-0.706537,0.364297,-2.792391
16.7900,0.576610,-0.795407,0.336640,-2.738251
16.8000,0.568205,-0.885813,0.309545,-2.680038
16.8100,0.558890,-0.977374,0.283052,-2.618073
16.8200,0.548655,-1.069735,0.257195,-2.552643
16.8300,0.537494,-1.162566,0.232009,-2.484002
16.8400,0.525403,-1.255567,0.207525,-2.412377
16.8500,0.512383,-1.348462,0.183771,-2.337971
16.8600,0.498435,-1.440996,0.160774,-2.260970
16.8700,0.483565,-1.532937,0.138560,-2.181549
16.8800,0.467779,-1.624068,0.117151,-2.099881
16.8900,0.451087,-1.714187,0.096569,-2.016138
16.9000,0.433499,-1.803100,0.076834,-1.930503
16.9100,0.415030,-1.890623,0.057965,-1.843174
16.9200,0.395692,-1.976572,0.039976,-1.754372
16.9300,0.375504,-2.060763,0.022881,-1.664345
16.9400,0.354483,-2.143006,0.006692,-1.573374
16.9500,0.332651,-2.223103,-0.008584,-1.481783
16.9600,0.310029,-2.300840,-0.022943,-1.389940
16.9700,0.286643,-2.375986,-0.036383,-1.298263
16.9800,0.262519,-2.448285,-0.048910,-1.207227
16.9900,0.237688,-2.517458,-0.060532,-1.117363
17.0000,0.212181,-2.583193,-0.071263,-1.029265
17.0100,0.186036,-2.645151,-0.081125,-0.943585
17.0200,0.159292,-2.702957,-0.090145,-0.861029
17.0300,0.131992,-2.756209,-0.098359,-0.782355
17.0400,0.104185,-2.804481,-0.105808,-0.708358
17.0500,0.075921,-2.847329,-0.112544,-0.639854
17.0600,0.047258,-2.884306,-0.118626,-0.577657
17.0700,0.018256,-2.914975,-0.124121,-0.522557
17.0800,-0.011020,-2.938926,-0.129103,-0.475288
17.0900,-0.040499,-2.955798,-0.133655,-0.436495
17.1000,-0.070111,-2.965294,-0.137863,-0.406703
17.1100,-0.099780,-2.967206,-0.141820,-0.386289
17.1200,-0.129429,-2.961420,-0.145621,-0.375461
17.1300,-0.158982,-2.947933,-0.149362,-0.374244
17.1400,-0.188363,-2.926849,-0.153137,-0.382475
17.1500,-0.217495,-2.898380,-0.157041,-0.399816
17.1600,-0.246307,-2.862829,-0.161162,-0.425769
17.1700,-0.274729,-2.820578,-0.165583,-0.459701
17.1800,-0.302697,-2.772067,-0.170381,-0.500879
17.1900,-0.330151,-2.717777,-0.175623,-0.548500
17.2000,-0.357035,-2.658205,-0.181369,-0.601725
17.2100,-0.383299,-2.593851,-0.187673,-0.659709
17.2200,-0.408898,-2.525203,-0.194577,-0.721626
17.2300,-0.433791,-2.452723,-0.202116,-0.786689
17.2400,-0.457941,-2.376843,-0.210318,-0.854162
17.2500,-0.481317,-2.297959,-0.219205,-0.923373
17.2600,-0.503891,-2.216431,-0.228790,-0.993716
17.2700,-0.525638,-2.132580,-0.239081,-1.064655
17.2800,-0.546536,-2.046695,-0.250083,-1.135719
17.2900,-0.566566,-1.959031,-0.261795,-1.206503
17.3000,-0.585712,-1.869816,-0.274211,-1.276662
17.3100,-0.603958,-1.779254,-0.287325,-1.345903
17.3200,-0.621293,-1.687529,-0.301125,-1.413983
17.3300,-0.637705,-1.594808,-0.315600,-1.480700
17.3400,-0.653186,-1.501245,-0.330734,-1.545889
17.3500,-0.667728,-1.406988,-0.346512,-1.609414
17.3600,-0.681324,-1.312176,-0.362917,-1.671165
17.3700,-0.693970,-1.216947,-0.379929,-1.731047
17.3800,-0.705662,-1.121439,-0.397531,-1.788980
17.3900,-0.716398,-1.025793,-0.415702,-1.844890
17.4000,-0.726178,-0.930156,-0.434422,-1.898704
17.4100,-0.735002,-0.834684,-0.453669,-1.950346
17.4200,-0.742873,-0.739541,-0.473421,-1.999731
17.4300,-0.749795,-0.644906,-0.493656,-2.046758
17.4400,-0.755773,-0.550970,-0.514348,-2.091309
17.4500,-0.760817,-0.457943,-0.535473,-2.133245
17.4600,-0.764936,-0.366049,-0.557004,-2.172398
17.4700,-0.768143,-0.275530,-0.578911,-2.208573
17.4800,-0.770452,-0.186645,-0.601165,-2.241549
17.4900,-0.771882,-0.099666,-0.623731,-2.271074
17.5000,-0.772453,-0.014875,-0.646574,-2.296871
17.5100,-0.772188,0.067437,-0.669655,-2.318647
17.5200,-0.771113,0.146982,-0.692932,-2.336095
17.5300,-0.769258,0.223479,-0.716361,-2.348904
17.5400,-0.766655,0.296667,-0.739894,-2.356777
17.5500,-0.763337,0.366311,-0.763479,-2.359438
17.5600,-0.759341,0.432212,-0.787064,-2.356648
17.5700,-0.754705,0.494222,-0.810593,-2.348219
17.5800,-0.749470,0.552242,-0.834009,-2.334023
17.5900,-0.743674,0.606238,-0.857254,-2.314003
17.6000,-0.737358,0.656233,-0.880270,-2.288173
17.6100,-0.730562,0.702313,-0.902999,-2.256623
17.6200,-0.723325,0.744620,-0.925384,-2.219512
17.6300,-0.715682,0.783346,-0.947371,-2.177061
17.6400,-0.707669,0.818722,-0.968908,-2.129542
17.6500,-0.699318,0.851010,-0.989946,-2.077266
17.6600,-0.690658,0.880490,-1.010439,-2.020569
17.6700,-0.681716,0.907450,-1.030344,-1.959802
17.6800,-0.672516,0.932181,-1.049623,-1.895314
17.6900,-0.663079,0.954959,-1.068239,-1.827448
17.7000,-0.653423,0.976049,-1.086161,-1.756528
17.7100,-0.643563,0.995694,-1.103360,-1.682858
17.7200,-0.633513,1.014113,-1.119810,-1.606713
17.7300,-0.623284,1.031499,-1.135487,-1.528341
17.7400,-0.612886,1.048020,-1.150370,-1.447960
17.7500,-0.602326,1.063815,-1.164440,-1.365762
17.7600,-0.591612,1.078999,-1.177680,-1.281908
17.7700,-0.580748,1.093662,-1.190074,-1.196536
17.7800,-0.569740,1.107872,-1.201606,-1.109761
17.7900,-0.558592,1.121672,-1.212264,-1.021678
17.8000,-0.547308,1.135090,-1.222036,-0.932361
17.8100,-0.535891,1.148132,-1.230908,-0.841872
17.8200,-0.524346,1.160790,-1.238869,-0.750259
17.8300,-0.512677,1.173040,-1.245909,-0.657558
17.8400,-0.500887,1.184845,-1.252017,-0.563796
17.8500,-0.488982,1.196154,-1.257182,-0.468994
17.8600,-0.476966,1.206908,-1.261393,-0.373169
17.8700,-0.464846,1.217034,-1.264642,-0.276331
17.8800,-0.452628,1.226452,-1.266917,-0.178488
17.8900,-0.440319,1.235075,-1.268208,-0.079648
17.9000,-0.427929,1.242804,-1.268506,0.020182
17.9100,-0.415466,1.249537,-1.267801,0.120997
17.9200,-0.402942,1.255164,-1.266083,0.222790
17.9300,-0.390367,1.259569,-1.263342,0.325553
17.9400,-0.377755,1.262631,-1.259569,0.429275
17.9500,-0.365120,1.264224,-1.254754,0.533948
17.9600,-0.352476,1.264219,-1.248887,0.639558
17.9700,-0.339841,1.262482,-1.241959,0.746092
17.9800,-0.327233,1.258877,-1.233962,0.853536
17.9900,-0.314670,1.253264,-1.224886,0.961874
18.0000,-0.302174,1.245503,-1.214722,1.071091
18.0100,-0.289768,1.235452,-1.203461,1.181172
18.0200,-0.277473,1.222968,-1.191095,1.292104
18.0300,-0.265317,1.207908,-1.177616,1.403875
18.0400,-0.253324,1.190129,-1.163015,1.516477
18.0500,-0.241524,1.169491,-1.147284,1.629905
18.0600,-0.229945,1.145856,-1.130414,1.744161
18.0700,-0.218617,1.119088,-1.112398,1.859251
18.0800,-0.207574,1.089056,-1.093226,1.975191
18.0900,-0.196847,1.055634,-1.072891,2.092003
18.1000,-0.186473,1.018701,-1.051383,2.209719
18.1100,-0.176485,0.978147,-1.028693,2.328380
18.1200,-0.166922,0.933868,-1.004812,2.448038
18.1300,-0.157821,0.885775,-0.979729,2.568751
18.1400,-0.149220,0.833793,-0.953433,2.690587
18.1500,-0.141158,0.777864,-0.925913,2.813619
18.1600,-0.133676,0.717956,-0.897157,2.937917
18.1700,-0.126812,0.654066,-0.867151,3.063547
18.1800,-0.120607,0.586231,-0.835881,3.190560
18.1900,-0.115100,0.514537,-0.803335,3.318975
18.2000,-0.110329,0.439137,-0.769497,3.448763
18.2100,-0.106329,0.360270,-0.734355,3.579823
18.2200,-0.103134,0.278284,-0.697897,3.711945
18.2300,-0.100772,0.193670,-0.660114,3.844772
18.2400,-0.099267,0.107099,-0.621001,3.977744
18.2500,-0.098634,0.019470,-0.580561,4.110040
18.2600,-0.098878,-0.068048,-0.538806,4.240504
18.2700,-0.099990,-0.153967,-0.495762,4.367584
18.2800,-0.101945,-0.236445,-0.451473,4.489273
18.2900,-0.104700,-0.313284,-0.406003,4.603090
18.3000,-0.108184,-0.381973,-0.359447,4.706123
18.3100,-0.112303,-0.439796,-0.311927,4.795161
18.3200,-0.116935,-0.484025,-0.263601,4.866925
18.3300,-0.121930,-0.512182,-0.214657,4.918402
18.3400,-0.127118,-0.522338,-0.165309,4.947231
18.3500,-0.132313,-0.513381,-0.115792,4.952046
18.3600,-0.137321,-0.485185,-0.066349,4.932695
18.3700,-0.141955,-0.438627,-0.017215,4.890259
18.3800,-0.146038,-0.375448,0.031387,4.826868
18.3900,-0.149416,-0.297995,0.079261,4.745368
18.4000,-0.151960,-0.208931,0.126244,4.648941
18.4100,-0.153565,-0.110960,0.172201,4.540756
18.4200,-0.154158,-0.006618,0.217030,4.423714
18.4300,-0.153684,0.101844,0.260654,4.300301
18.4400,-0.152113,0.212522,0.303021,4.172536
18.4500,-0.149431,0.323857,0.344096,4.041976
18.4600,-0.145638,0.434610,0.383855,3.909770
18.4700,-0.140744,0.543818,0.422288,3.776729
18.4800,-0.134769,0.650745,0.459389,3.643391
18.4900,-0.127739,0.754840,0.495156,3.510088
18.5000,-0.119683,0.855700,0.529592,3.376999
18.5100,-0.110637,0.953034,0.562697,3.244198
18.5200,-0.100635,1.046641,0.594476,3.111685
18.5300,-0.089717,1.136391,0.624932,2.979418
18.5400,-0.077920,1.222206,0.654065,2.847327
18.5500,-0.065286,1.304053,0.681879,2.715333
18.5600,-0.051853,1.381932,0.708372,2.583359
18.5700,-0.037660,1.455873,0.733546,2.451333
18.5800,-0.022748,1.525929,0.757398,2.319197
18.5900,-0.007155,1.592170,0.779929,2.186908
18.6000,0.009083,1.654685,0.801136,2.054439
18.6100,0.025927,1.713578,0.821017,1.921780
18.6200,0.043343,1.768962,0.839571,1.788940
18.6300,0.061295,1.820961,0.856795,1.655943
18.6400,0.079751,1.869708,0.872689,1.522829
18.6500,0.098679,1.915340,0.887252,1.389655
18.6600,0.118048,1.958000,0.900483,1.256488
18.6700,0.137829,1.997831,0.912382,1.123411
18.6800,0.157996,2.034978,0.922951,0.990519
18.6900,0.178520,2.069580,0.932193,0.857920
18.7000,0.199379,2.101773,0.940111,0.725732
18.7100,0.220548,2.131682,0.946710,0.594090
18.7200,0.242006,2.159423,0.951995,0.463143
18.7300,0.263730,2.185093,0.955975,0.333056
18.7400,0.285701,2.208773,0.958660,0.204014
18.7500,0.307899,2.230518,0.960060,0.076227
18.7600,0.330305,2.250355,0.960189,-0.050069
18.7700,0.352900,2.268277,0.959064,-0.174603
18.7800,0.375664,2.284238,0.956704,-0.297068
18.7900,0.398578,2.298147,0.953131,-0.417111
18.8000,0.421620,2.309863,0.948371,-0.534327
18.8100,0.444767,2.319191,0.942456,-0.648256
18.8200,0.467995,2.325877,0.935419,-0.758379
18.8300,0.491275,2.329605,0.927303,-0.864114
18.8400,0.514576,2.330003,0.918153,-0.964820
18.8500,0.537862,2.326643,0.908025,-1.059807
18.8600,0.561094,2.319052,0.896979,-1.148346
18.8700,0.584227,2.306733,0.885082,-1.229694
18.8800,0.607211,2.289177,0.872411,-1.303125
18.8900,0.629992,2.265900,0.859048,-1.367964
18.9000,0.652509,2.236469,0.845083,-1.423632
18.9100,0.674700,2.200533,0.830608,-1.469691
18.9200,0.696497,2.157858,0.815722,-1.505877
18.9300,0.717834,2.108346,0.800523,-1.532138
18.9400,0.738641,2.052052,0.785112,-1.548643
18.9500,0.758853,1.989181,0.769582,-1.555781
18.9600,0.778404,1.920081,0.754025,-1.554141
18.9700,0.797235,1.845217,0.738526,-1.544479
18.9800,0.815291,1.765143,0.723160,-1.527666
18.9900,0.832523,1.680467,0.707993,-1.504643
19.0000,0.848887,1.591817,0.693084,-1.476367
19.0100,0.864348,1.499814,0.678480,-1.443771
19.0200,0.878874,1.405044,0.664220,-1.407727
19.0300,0.892442,1.308047,0.650335,-1.369023
19.0400,0.905030,1.209302,0.636846,-1.328346
19.0500,0.916623,1.109222,0.623772,-1.286281
19.0600,0.927211,1.008158,0.611124,-1.243303
19.0700,0.936784,0.906399,0.598908,-1.199792
19.0800,0.945337,0.804178,0.587129,-1.156032
19.0900,0.952867,0.701679,0.575787,-1.112226
19.1000,0.959370,0.599042,0.564884,-1.068507
19.1100,0.964847,0.496370,0.554417,-1.024945
19.1200,0.969298,0.393737,0.544384,-0.981556
19.1300,0.972722,0.291191,0.534785,-0.938317
19.1400,0.975122,0.188759,0.525618,-0.895166
19.1500,0.976498,0.086453,0.516882,-0.852015
19.1600,0.976851,-0.015729,0.508578,-0.808752
19.1700,0.976184,-0.117797,0.500708,-0.765247
19.1800,0.974496,-0.219769,0.493274,-0.721360
19.1900,0.971789,-0.321669,0.486282,-0.676941
19.2000,0.968063,-0.423525,0.479738,-0.631834
19.2100,0.963318,-0.525364,0.473648,-0.585883
19.2200,0.957555,-0.627216,0.468023,-0.538934
19.2300,0.950774,-0.729108,0.462873,-0.490838
19.2400,0.942973,-0.831066,0.458211,-0.441454
19.2500,0.934152,-0.933111,0.454049,-0.390655
19.2600,0.924310,-1.035256,0.450403,-0.338330
19.2700,0.913447,-1.137507,0.447288,-0.284388
19.2800,0.901560,-1.239859,0.444721,-0.228768
19.2900,0.888649,-1.342289,0.442718,-0.171439
19.3000,0.874714,-1.444756,0.441298,-0.112413
19.3100,0.859754,-1.547195,0.440475,-0.051752
19.3200,0.843770,-1.649508,0.440268,0.010424
19.3300,0.826765,-1.751561,0.440688,0.073923
19.3400,0.808741,-1.853171,0.441750,0.138467
19.3500,0.789704,-1.954100,0.443460,0.203681
19.3600,0.769662,-2.054045,0.445824,0.269077
19.3700,0.748627,-2.152624,0.448840,0.334040
19.3800,0.726616,-2.249375,0.452501,0.397815
19.3900,0.703648,-2.343741,0.456789,0.459500
19.4000,0.679751,-2.435075,0.461680,0.518044
19.4100,0.654959,-2.522641,0.467136,0.572257
19.4200,0.629313,-2.605628,0.473107,0.620831
19.4300,0.602864,-2.683174,0.479529,0.662379
19.4400,0.575671,-2.754401,0.486326,0.695489
19.4500,0.547800,-2.818457,0.493406,0.718792
19.4600,0.519328,-2.874570,0.500665,0.731045
19.4700,0.490338,-2.922103,0.507987,0.731209
19.4800,0.460916,-2.960591,0.515246,0.718522
19.4900,0.431157,-2.989783,0.522313,0.692554
19.5000,0.401152,-3.009651,0.529053,0.653230
19.5100,0.370994,-3.020384,0.535334,0.600824
19.5200,0.340773,-3.022363,0.541028,0.535925
19.5300,0.310574,-3.016119,0.546013,0.459382
19.5400,0.280476,-3.002282,0.550180,0.372226
19.5500,0.250552,-2.981536,0.553426,0.275605
19.5600,0.220866,-2.954567,0.555664,0.170713
19.5700,0.191479,-2.922036,0.556817,0.058734
19.5800,0.162442,-2.884544,0.556819,-0.059198
19.5900,0.133803,-2.842621,0.555617,-0.182030
19.6000,0.105603,-2.796717,0.553165,-0.308803
19.6100,0.077881,-2.747200,0.549430,-0.438662
19.6200,0.050670,-2.694363,0.544384,-0.570852
19.6300,0.024004,-2.638426,0.538008,-0.704714
19.6400,-0.002089,-2.579552,0.530286,-0.839681
19.6500,-0.027578,-2.517849,0.521212,-0.975262
19.6600,-0.052436,-2.453385,0.510781,-1.111042
19.6700,-0.076637,-2.386195,0.498992,-1.246666
19.6800,-0.100151,-2.316287,0.485849,-1.381837
19.6900,-0.122953,-2.243656,0.471357,-1.516304
19.7000,-0.145015,-2.168283,0.455526,-1.649864
19.7100,-0.166310,-2.090146,0.438364,-1.782348
19.7200,-0.186809,-2.009224,0.419883,-1.913626
19.7300,-0.206485,-1.925501,0.400096,-2.043594
19.7400,-0.225310,-1.838970,0.379016,-2.172178
19.7500,-0.243255,-1.749639,0.356657,-2.299325
19.7600,-0.260293,-1.657535,0.333034,-2.425001
19.7700,-0.276397,-1.562706,0.308162,-2.549183
19.7800,-0.291538,-1.465229,0.282055,-2.671857
19.7900,-0.305693,-1.365213,0.254730,-2.793006
19.8000,-0.318835,-1.262810,0.226200,-2.912601
19.8100,-0.330942,-1.158216,0.196483,-3.030591
19.8200,-0.341993,-1.051689,0.165594,-3.146882
19.8300,-0.351970,-0.943556,0.133552,-3.261325
19.8400,-0.360860,-0.834228,0.100375,-3.373688
19.8500,-0.368652,-0.724216,0.066086,-3.483636
19.8600,-0.375344,-0.614151,0.030711,-3.590696
19.8700,-0.380938,-0.504797,-0.005716,-3.694232
19.8800,-0.385445,-0.397068,-0.043159,-3.793420
19.8900,-0.388888,-0.292041,-0.081567,-3.887219
19.9000,-0.391299,-0.190949,-0.120881,-3.974373
19.9100,-0.392725,-0.095166,-0.161027,-4.053418
19.9200,-0.393225,-0.006166,-0.201917,-4.122730
19.9300,-0.392876,0.074544,-0.243444,-4.180603
19.9400,-0.391767,0.145520,-0.285485,-4.225367
19.9500,-0.390002,0.205493,-0.327902,-4.255532
19.9600,-0.387697,0.253491,-0.370543,-4.269943
19.9700,-0.384974,0.288942,-0.413246,-4.267921
19.9800,-0.381960,0.311748,-0.455846,-4.249352
19.9900,-0.378780,0.322295,-0.498180,-4.214716
20.0000,-0.375552,0.321418,-0.540091,-4.165036
